sentence,gt
"আপনাকে ধন্যবাদ, প্রফেসর!","আপনাকে ধন্যবাদ, প্রফেসর!"
মিজান ভাইকে আওরঙ্গ ভাইয়ের নাম বলতেই সে অজ্ঞান।,মিজান ভাইকে আওরঙ্গ ভাইয়ের নাম বলতেই সে অজ্ঞান।
শামসুল উলামা ওহীদ পাঁচটি আরবি গ্রন্থের রচয়িতা।,শামসুল উলামা ওহীদ পাঁচটি আরবি গ্রন্থের রচয়িতা।
"”আমি বললাম, “আরে পরে বলা যাবে।","$”আমি$ বললাম, “আরে পরে বলা যাবে।"
প্রায় পাঁচশ বছরের পুরোনো রোমান প্রজাতন্ত্রও বিলুপ্ত হয় স্থায়ী সামরিক একনায়কত্ব প্রতিষ্ঠার মধ্যদিয়ে।,প্রায় পাঁচশ বছরের পুরোনো রোমান প্রজাতন্ত্রও বিলুপ্ত হয় স্থায়ী সামরিক একনায়কত্ব প্রতিষ্ঠার $মধ্যদিয়ে$।
আমার বউ উপরে ঘুমায়।,আমার বউ উপরে ঘুমায়।
"ওদেরকে বাংলাদেশের ব্যাটসম্যানরা কীভাবে সামলায়, সেটির ওপরই নির্ভর করছে অনেক কিছু।","ওদেরকে বাংলাদেশের ব্যাটসম্যানরা কীভাবে সামলায়, সেটির ওপরই নির্ভর করছে $অনেক কিছু$।"
"তখুনি সে দৌড়ে মায়ের কাছে গিয়ে বলল, মা–বাবা সারপ্রাইজটা বুঝতে পারেনি।","$তখুনি$ সে দৌড়ে মায়ের কাছে গিয়ে বলল, মা–বাবা সারপ্রাইজটা বুঝতে পারেনি।"
খাবার সামনে নিয়ে এত কথা বলা ! সত্যিই সাহসের ব্যাপার,খাবার সামনে নিয়ে এত কথা বলা$ $! সত্যিই সাহসের ব্যাপার$$
"তাই, গুজবটা চাপা দেবার অনেক চেষ্টা করলে।","তাই$,$ গুজবটা চাপা দেবার অনেক চেষ্টা করলে।"
তিনি আমাকে একটি পানীয়ের শিশি কিনতে বললে আমি নেতিবাচকভাবে মাথা নাড়ি।,তিনি আমাকে একটি পানীয়ের শিশি কিনতে বললে আমি নেতিবাচকভাবে মাথা নাড়ি।
"অন্যদিন হলে তখনই হাতের ঘড়িটা দেখিয়ে বলতেন, সময় হয়েছে, আমিও উঠে পড়তুম।","অন্যদিন হলে তখনই হাতের ঘড়িটা দেখিয়ে বলতেন, সময় হয়েছে$,$ আমিও উঠে $পড়তুম$।"
"অ্যালবামটিতে মোট দশটি গান রয়েছে, যার মধ্যে ৮টি তিনি নিজে রচনা করেছেন।","অ্যালবামটিতে মোট দশটি গান রয়েছে, যার মধ্যে ৮টি তিনি নিজে রচনা করেছেন।"
আমার মতে সে ঠিকই আছে।,আমার মতে$$ সে ঠিকই আছে।
পৃথিবীতে সবাই বেঁচে থাকুন সুখে।,পৃথিবীতে সবাই বেঁচে থাকুন সুখে।
